date,open,high,low,close,volume,dividends,stock_splits,adjusted_close
2026-06-23,340.69000244140625,349.2900085449219,340.20001220703125,346.1300048828125,34007700,0.0,0.0,346.1300048828125
2026-06-24,349.0400085449219,353.4800109863281,341.92999267578125,345.2900085449219,44997300,0.0,0.0,345.2900085449219
2026-06-25,336.7300109863281,345.57000732421875,335.8399963378906,343.7099914550781,44491400,0.0,0.0,343.7099914550781
2026-06-26,342.54998779296875,346.3599853515625,330.20001220703125,337.3900146484375,114642600,0.0,0.0,337.3900146484375
2023-06-29,130.81638118783746,134.07580768151263,130.61091419244656,133.9543914794922,15423200,0.0,0.0,133.9543914794922
2023-06-30,135.0470863028697,136.35459037328218,134.1691846052818,135.8315887451172,14212800,0.0,0.0,135.8315887451172
2023-07-03,136.53203468399295,137.73680522331213,136.35458465672096,136.92428588867188,8021600,0.0,0.0,136.92428588867188
2023-07-05,136.2942689956518,136.75503110193193,135.74886452312396,136.0121612548828,8934900,1.0,0.0,136.0121612548828
2023-07-06,134.4887812613519,134.8367059634684,133.00302742062036,134.66744995117188,9709500,0.0,0.0,134.66744995117188
2023-07-07,135.32568289850678,137.1405503169834,134.46996151791234,135.7300262451172,8981500,0.0,0.0,135.7300262451172
2023-07-10,135.88047789499134,137.28160355919408,135.88047789499134,136.49169921875,9100100,0.0,0.0,136.49169921875
2023-07-11,137.61074828925305,139.0024759399404,137.01833783588555,138.62632751464844,11260900,0.0,0.0,138.62632751464844
2023-07-12,138.65453286860148,140.93017696899278,138.23137845732865,139.31277465820312,11323200,0.0,0.0,139.31277465820312
2023-07-13,139.82994945668568,140.45998181729362,138.9366204184682,139.98980712890625,11234900,0.0,0.0,139.98980712890625
2023-07-14,142.5099721147579,143.7700370233772,139.5572752064884,140.83615112304688,27028400,0.0,0.0,140.83615112304688
2023-07-17,141.38156169118153,144.5787444468276,141.38156169118153,144.23081970214844,17262400,0.0,0.0,144.23081970214844
2023-07-18,144.23082862174988,145.18997489860243,143.70423513282776,144.49412536621094,13491700,0.0,0.0,144.49412536621094
2023-07-19,143.6383802268648,145.95164621525822,143.1399961602172,145.0489044189453,12510000,0.0,0.0,145.0489044189453
2023-07-20,145.31222476408757,147.2493426739594,145.19938740191142,146.83558654785156,9935900,0.0,0.0,146.83558654785156
2023-07-21,146.50645614114134,146.82617153003497,145.46266761385175,145.7071533203125,10636400,0.0,0.0,145.7071533203125
2023-07-24,145.72595293417018,149.3180803107643,145.50026390451757,148.57521057128906,14381400,0.0,0.0,148.57521057128906
2023-07-25,147.91697040494864,148.31191544958145,146.656905593702,147.46560668945312,9944700,0.0,0.0,147.46560668945312
2023-07-26,147.36217757743256,148.81030950504783,146.95781982809268,148.3495330810547,8728600,0.0,0.0,148.3495330810547
2023-07-27,148.3589293263149,149.3086770578347,146.27135250380405,146.71331787109375,10778400,0.0,0.0,146.71331787109375
2023-07-28,147.8981413350271,148.1990600076675,147.10825134223415,147.5502166748047,9103800,0.0,0.0,147.5502166748047
2023-07-31,147.8041422898382,149.87292287540654,147.77593294990737,148.53762817382812,8892700,0.0,0.0,148.53762817382812
2023-08-01,148.0392255755503,148.57523171653716,146.83557927662042,147.80413818359375,6853900,0.0,0.0,147.80413818359375
2023-08-02,146.28076942585813,146.4030194553348,144.75740779094255,146.13031005859375,8299400,0.0,0.0,146.13031005859375
2023-08-03,145.75417354946845,147.55964288063694,145.14295210950536,147.02365112304688,6084000,0.0,0.0,147.02365112304688
2023-08-04,147.0706408871841,148.38713866051694,146.4123991748143,146.71331787109375,6209400,0.0,0.0,146.71331787109375
2023-08-07,147.25871943203992,148.29309514639542,147.25871943203992,147.40916442871094,7251800,0.0,0.0,147.40916442871094
2023-08-08,145.11473741719715,146.67570663590206,143.48792249952783,146.58168029785156,8623400,0.0,0.0,146.58168029785156
2023-08-09,146.05508084120885,146.2431478581163,144.31542865047933,144.6163330078125,6277800,0.0,0.0,144.6163330078125
2023-08-10,145.1711483449259,146.16791643636807,143.95808955545877,144.40005493164062,5995100,0.0,0.0,144.40005493164062
2023-08-11,143.90167450330318,145.30280034265354,143.52554046452417,145.23696899414062,5180700,0.0,0.0,145.23696899414062
2023-08-14,144.44706362930785,145.67891897693212,143.79822028471983,145.53787231445312,5044300,0.0,0.0,145.53787231445312
2023-08-15,143.73241079690175,144.12735582105773,141.26868562441484,141.83290100097656,10300300,0.0,0.0,141.83290100097656
2023-08-16,141.61664110081486,141.95516749633964,140.7515069300112,141.23109436035156,6978200,0.0,0.0,141.23109436035156
2023-08-17,141.87991569368114,142.23723869259535,139.54783895539543,139.76412963867188,9953900,0.0,0.0,139.76412963867188
2023-08-18,138.84260923513173,140.58226169114948,138.6451438592742,140.08387756347656,8517500,0.0,0.0,140.08387756347656
2023-08-21,140.72330374582677,141.14647252018165,139.19054374369367,140.56344604492188,8327000,0.0,0.0,140.56344604492188
2023-08-22,140.35654238713786,140.71387974078053,137.14996192697072,137.64834594726562,9673300,0.0,0.0,137.64834594726562
2023-08-23,137.62016892989945,138.78619324427777,136.7832583645231,138.57931518554688,7858000,0.0,0.0,138.57931518554688
2023-08-24,138.7015454667466,140.49761638052095,138.2219724072368,138.44764709472656,6534000,0.0,0.0,138.44764709472656
2023-08-25,138.49465769081132,139.75472243593128,137.14996494383848,138.27838134765625,6695500,0.0,0.0,138.27838134765625
2023-08-28,138.76739302548728,139.74535026556242,138.3536369186339,138.7579803466797,5094100,0.0,0.0,138.7579803466797
2023-08-29,138.89904273558784,139.97104068253844,138.4006442576217,139.8863983154297,6337000,0.0,0.0,139.8863983154297
2023-08-30,139.7547420781592,140.2531261794638,138.41004914219266,139.3221893310547,6277300,0.0,0.0,139.3221893310547
2023-08-31,139.4161856681177,139.5008280122424,137.25339370090126,137.601318359375,10933900,0.0,0.0,137.601318359375
2023-09-01,137.37562270812614,139.24692293859306,137.00888706330605,138.0620880126953,7903500,0.0,0.0,138.0620880126953
2023-09-05,138.3818024360143,139.36917204222323,136.3600428902358,136.53871154785156,7854700,0.0,0.0,136.53871154785156
2023-09-06,136.06857976294606,136.85846995723358,135.5137769609057,136.31307983398438,8629200,0.0,0.0,136.31307983398438
2023-09-07,135.5325804369257,136.60457831204684,134.83671662905607,135.14703369140625,8373700,0.0,0.0,135.14703369140625
2023-09-08,134.81790593039398,135.5231680695546,134.1408531289122,135.25047302246094,7107900,0.0,0.0,135.25047302246094
